Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel_Type_Decoded,Vehicle_Category,Engine_Cat,Efficiency_Score,CO2_per_Liter,Powertrain,Emission_Class
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21,308,Regular Gasoline,Truck,Medium 2.0-3.5L,7.462686567164179,2298.507462686567,6-cyl,Very High >250
HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37,177,Regular Gasoline,Compact,Small <2.0L,12.987012987012987,2298.7012987012986,4-cyl or less,Medium 150-200
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177,Regular Gasoline,Compact,Small <2.0L,12.987012987012987,2298.7012987012986,4-cyl or less,Medium 150-200
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,A6,X,9.8,7.2,8.6,33,198,Regular Gasoline,Sedan,Small <2.0L,11.627906976744187,2302.325581395349,4-cyl or less,Medium 150-200
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196,Regular Gasoline,Sedan,Small <2.0L,11.764705882352942,2305.8823529411766,4-cyl or less,Medium 150-200
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,A8,Z,15.7,10.2,13.2,21,304,Premium Gasoline,Sedan,Large >3.5L,7.575757575757576,2303.030303030303,8-cyl,Very High >250
HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13.0,8.7,11.1,25,255,Regular Gasoline,Sedan,Large >3.5L,9.00900900900901,2297.2972972972975,6-cyl,Very High >250
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13.0,9.1,11.2,25,258,Regular Gasoline,SUV,Medium 2.0-3.5L,8.928571428571429,2303.571428571429,6-cyl,Very High >250
HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267,Regular Gasoline,SUV,Medium 2.0-3.5L,8.620689655172415,2301.7241379310344,6-cyl,Very High >250
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237,Regular Gasoline,SUV,Medium 2.0-3.5L,9.70873786407767,2300.9708737864075,4-cyl or less,High 200-250
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.0,4,A6,X,12.9,9.7,11.5,25,264,Regular Gasoline,SUV,Small <2.0L,8.695652173913043,2295.6521739130435,4-cyl or less,Very High >250
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255,Regular Gasoline,SUV,Medium 2.0-3.5L,9.00900900900901,2297.2972972972975,4-cyl or less,Very High >250
HYUNDAI,SONATA,FULL-SIZE,2.0,4,A6,X,11.4,7.5,9.6,29,221,Regular Gasoline,Sedan,Small <2.0L,10.416666666666668,2302.0833333333335,4-cyl or less,High 200-250
HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7.0,8.5,33,196,Regular Gasoline,Sedan,Medium 2.0-3.5L,11.764705882352942,2305.8823529411766,4-cyl or less,Medium 150-200
HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143,Regular Gasoline,Sedan,Medium 2.0-3.5L,16.129032258064516,2306.4516129032254,4-cyl or less,Low <150
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,Regular Gasoline,Sedan,Medium 2.0-3.5L,15.873015873015873,2301.5873015873017,4-cyl or less,Low <150
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,10.2,8.2,9.3,30,214,Regular Gasoline,SUV,Small <2.0L,10.75268817204301,2301.0752688172042,4-cyl or less,High 200-250
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,11.4,8.6,10.1,28,232,Regular Gasoline,SUV,Small <2.0L,9.900990099009901,2297.029702970297,4-cyl or less,High 200-250
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,10.0,28,230,Regular Gasoline,SUV,Medium 2.0-3.5L,10.0,2300.0,4-cyl or less,High 200-250
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4,A6,X,11.4,9.3,10.5,27,242,Regular Gasoline,SUV,Small <2.0L,9.523809523809524,2304.7619047619046,4-cyl or less,High 200-250
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244,Regular Gasoline,SUV,Medium 2.0-3.5L,9.433962264150944,2301.88679245283,4-cyl or less,High 200-250
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177,Regular Gasoline,Compact,Small <2.0L,12.987012987012987,2298.7012987012986,4-cyl or less,Medium 150-200
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8.0,35,184,Regular Gasoline,Compact,Small <2.0L,12.5,2300.0,4-cyl or less,Medium 150-200
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202,Regular Gasoline,Compact,Small <2.0L,11.363636363636363,2295.4545454545455,4-cyl or less,High 200-250
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196,Regular Gasoline,Compact,Small <2.0L,11.764705882352942,2305.8823529411766,4-cyl or less,Medium 150-200
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.0,8.0,10.2,28,235,Premium Gasoline,Sedan,Large >3.5L,9.803921568627452,2303.921568627451,6-cyl,High 200-250
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248,Premium Gasoline,Sedan,Large >3.5L,9.25925925925926,2296.296296296296,6-cyl,High 200-250
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172,Premium Gasoline,Compact,Medium 2.0-3.5L,13.333333333333334,2293.3333333333335,6-cyl,Medium 150-200
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189,Premium Gasoline,Compact,Medium 2.0-3.5L,12.195121951219512,2304.878048780488,6-cyl,Medium 150-200
INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265,Premium Gasoline,Compact,Large >3.5L,8.695652173913043,2304.3478260869565,6-cyl,Very High >250
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269,Premium Gasoline,Compact,Large >3.5L,8.547008547008547,2299.1452991452993,6-cyl,Very High >250
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283,Premium Gasoline,Compact,Large >3.5L,8.130081300813007,2300.8130081300815,6-cyl,Very High >250
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255,Premium Gasoline,Compact,Large >3.5L,9.00900900900901,2297.2972972972975,6-cyl,Very High >250
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267,Premium Gasoline,Compact,Large >3.5L,8.620689655172415,2301.7241379310344,6-cyl,Very High >250
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253,Premium Gasoline,Sedan,Large >3.5L,9.090909090909092,2300.0,6-cyl,Very High >250
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283,Premium Gasoline,Sedan,Large >3.5L,8.130081300813007,2300.8130081300815,8-cyl,Very High >250
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267,Premium Gasoline,Sedan,Large >3.5L,8.620689655172415,2301.7241379310344,6-cyl,Very High >250
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.8,22,294,Premium Gasoline,Sedan,Large >3.5L,7.8125,2296.875,8-cyl,Very High >250
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37,175,Premium Gasoline,Sedan,Medium 2.0-3.5L,13.157894736842106,2302.6315789473683,6-cyl,Medium 150-200
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271,Premium Gasoline,Wagon,Large >3.5L,8.47457627118644,2296.610169491525,6-cyl,Very High >250
INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9.0,10.6,27,244,Premium Gasoline,SUV,Medium 2.0-3.5L,9.433962264150944,2301.88679245283,6-cyl,High 200-250
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11.0,26,253,Premium Gasoline,SUV,Medium 2.0-3.5L,9.090909090909092,2300.0,6-cyl,Very High >250
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196,Regular Gasoline,SUV,Medium 2.0-3.5L,11.764705882352942,2305.8823529411766,4-cyl or less,Medium 150-200
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294,Premium Gasoline,SUV,Large >3.5L,7.8125,2296.875,6-cyl,Very High >250
INFINITI,QX70 AWD,SUV - SMALL,5.0,8,AS7,Z,16.6,11.9,14.5,19,334,Premium Gasoline,SUV,Large >3.5L,6.896551724137931,2303.448275862069,8-cyl,Very High >250
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15.0,19,345,Premium Gasoline,SUV,Large >3.5L,6.666666666666667,2300.0,8-cyl,Very High >250
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27,237,Premium Gasoline,Other,Medium 2.0-3.5L,9.70873786407767,2300.9708737864075,6-cyl,High 200-250
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27,244,Premium Gasoline,Other,Medium 2.0-3.5L,9.433962264150944,2301.88679245283,6-cyl,High 200-250
JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,294,Premium Gasoline,Other,Large >3.5L,7.8125,2296.875,8-cyl,Very High >250
JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,12.3,8.2,10.5,27,242,Premium Gasoline,Sedan,Small <2.0L,9.523809523809524,2304.7619047619046,4-cyl or less,High 200-250
JAGUAR,XF 3.0L AWD,MID-SIZE,3.0,6,AS8,Z,14.7,9.1,12.2,23,281,Premium Gasoline,Sedan,Medium 2.0-3.5L,8.196721311475411,2303.27868852459,6-cyl,Very High >250
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2300.7518796992476,8-cyl,Very High >250
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16,290,Ethanol (E85),Sedan,Large >3.5L,5.524861878453038,1602.209944751381,8-cyl,Very High >250
JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2300.7518796992476,8-cyl,Very High >250
JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285,Premium Gasoline,Sedan,Medium 2.0-3.5L,8.064516129032258,2298.3870967741937,6-cyl,Very High >250
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2300.7518796992476,8-cyl,Very High >250
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,Ethanol (E85),Sedan,Large >3.5L,5.714285714285714,1600.0,8-cyl,Very High >250
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.4,23,285,Premium Gasoline,Sedan,Medium 2.0-3.5L,8.064516129032258,2298.3870967741937,6-cyl,Very High >250
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2300.7518796992476,8-cyl,Very High >250
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,Ethanol (E85),Sedan,Large >3.5L,5.714285714285714,1600.0,8-cyl,Very High >250
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2300.7518796992476,8-cyl,Very High >250
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2300.7518796992476,8-cyl,Very High >250
JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.1,10.6,13.1,22,301,Premium Gasoline,Compact,Large >3.5L,7.633587786259542,2297.7099236641225,8-cyl,Very High >250
JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22,290,Premium Gasoline,Compact,Large >3.5L,7.936507936507937,2301.5873015873017,8-cyl,Very High >250
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315,Premium Gasoline,Compact,Large >3.5L,7.299270072992701,2299.270072992701,8-cyl,Very High >250
JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310,Premium Gasoline,Compact,Large >3.5L,7.407407407407407,2296.296296296296,8-cyl,Very High >250
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315,Premium Gasoline,Compact,Large >3.5L,7.299270072992701,2299.270072992701,8-cyl,Very High >250
JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310,Premium Gasoline,Compact,Large >3.5L,7.407407407407407,2296.296296296296,8-cyl,Very High >250
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218,Regular Gasoline,SUV,Medium 2.0-3.5L,10.526315789473685,2294.736842105263,4-cyl or less,High 200-250
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242,Regular Gasoline,SUV,Medium 2.0-3.5L,9.523809523809524,2304.7619047619046,6-cyl,High 200-250
JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230,Regular Gasoline,SUV,Medium 2.0-3.5L,10.0,2300.0,4-cyl or less,High 200-250
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248,Regular Gasoline,SUV,Medium 2.0-3.5L,9.25925925925926,2296.296296296296,6-cyl,High 200-250
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232,Regular Gasoline,SUV,Medium 2.0-3.5L,9.900990099009901,2297.029702970297,4-cyl or less,High 200-250
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11.0,26,253,Regular Gasoline,SUV,Medium 2.0-3.5L,9.090909090909092,2300.0,6-cyl,Very High >250
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251,Regular Gasoline,SUV,Medium 2.0-3.5L,9.174311926605505,2302.7522935779816,4-cyl or less,Very High >250
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267,Regular Gasoline,SUV,Medium 2.0-3.5L,8.620689655172415,2301.7241379310344,6-cyl,Very High >250
JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228,Regular Gasoline,SUV,Small <2.0L,10.1010101010101,2303.030303030303,4-cyl or less,High 200-250
JEEP,COMPASS,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225,Regular Gasoline,SUV,Small <2.0L,10.204081632653061,2295.918367346939,4-cyl or less,High 200-250
JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209,Regular Gasoline,SUV,Small <2.0L,10.989010989010989,2296.703296703297,4-cyl or less,High 200-250
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225,Regular Gasoline,SUV,Medium 2.0-3.5L,10.204081632653061,2295.918367346939,4-cyl or less,High 200-250
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216,Regular Gasoline,SUV,Medium 2.0-3.5L,10.638297872340425,2297.872340425532,4-cyl or less,High 200-250
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235,Regular Gasoline,SUV,Medium 2.0-3.5L,9.803921568627452,2303.921568627451,4-cyl or less,High 200-250
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216,Regular Gasoline,SUV,Medium 2.0-3.5L,10.638297872340425,2297.872340425532,4-cyl or less,High 200-250
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255,Regular Gasoline,SUV,Medium 2.0-3.5L,9.00900900900901,2297.2972972972975,4-cyl or less,Very High >250
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19,340,Regular Gasoline,SUV,Large >3.5L,6.756756756756756,2297.297297297297,8-cyl,Very High >250
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29,267,Diesel,SUV,Medium 2.0-3.5L,10.1010101010101,2696.969696969697,6-cyl,Very High >250
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278,Regular Gasoline,SUV,Large >3.5L,8.264462809917356,2297.5206611570247,6-cyl,Very High >250
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18,250,Ethanol (E85),SUV,Large >3.5L,6.410256410256411,1602.5641025641025,6-cyl,High 200-250
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363,Premium Gasoline,SUV,Large >3.5L,6.329113924050633,2297.46835443038,8-cyl,Very High >250
JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228,Regular Gasoline,SUV,Small <2.0L,10.1010101010101,2303.030303030303,4-cyl or less,High 200-250
JEEP,PATRIOT,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225,Regular Gasoline,SUV,Small <2.0L,10.204081632653061,2295.918367346939,4-cyl or less,High 200-250
JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209,Regular Gasoline,SUV,Small <2.0L,10.989010989010989,2296.703296703297,4-cyl or less,High 200-250
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225,Regular Gasoline,SUV,Medium 2.0-3.5L,10.204081632653061,2295.918367346939,4-cyl or less,High 200-250
JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216,Regular Gasoline,SUV,Medium 2.0-3.5L,10.638297872340425,2297.872340425532,4-cyl or less,High 200-250
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235,Regular Gasoline,SUV,Medium 2.0-3.5L,9.803921568627452,2303.921568627451,4-cyl or less,High 200-250
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216,Regular Gasoline,SUV,Medium 2.0-3.5L,10.638297872340425,2297.872340425532,4-cyl or less,High 200-250
JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255,Regular Gasoline,SUV,Medium 2.0-3.5L,9.00900900900901,2297.2972972972975,4-cyl or less,Very High >250
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294,Regular Gasoline,SUV,Large >3.5L,7.8125,2296.875,6-cyl,Very High >250
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,294,Regular Gasoline,SUV,Large >3.5L,7.8125,2296.875,6-cyl,Very High >250
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308,Regular Gasoline,SUV,Large >3.5L,7.462686567164179,2298.507462686567,6-cyl,Very High >250
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,308,Regular Gasoline,SUV,Large >3.5L,7.462686567164179,2298.507462686567,6-cyl,Very High >250
KIA,CADENZA,FULL-SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251,Regular Gasoline,Sedan,Medium 2.0-3.5L,9.174311926605505,2302.7522935779816,6-cyl,Very High >250
KIA,FORTE,MID-SIZE,1.8,4,A6,X,9.6,6.6,8.3,34,191,Regular Gasoline,Sedan,Small <2.0L,12.048192771084336,2301.204819277108,4-cyl or less,Medium 150-200
KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.4,8.0,35,184,Regular Gasoline,Sedan,Small <2.0L,12.5,2300.0,4-cyl or less,Medium 150-200
KIA,FORTE,MID-SIZE,2.0,4,A6,X,9.8,6.6,8.4,34,193,Regular Gasoline,Sedan,Small <2.0L,11.904761904761905,2297.6190476190473,4-cyl or less,Medium 150-200
KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.7,6.8,8.4,34,193,Regular Gasoline,Sedan,Small <2.0L,11.904761904761905,2297.6190476190473,4-cyl or less,Medium 150-200
KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,8.0,9.7,29,223,Regular Gasoline,Sedan,Small <2.0L,10.309278350515465,2298.9690721649486,4-cyl or less,High 200-250
KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225,Regular Gasoline,Sedan,Small <2.0L,10.204081632653061,2295.918367346939,4-cyl or less,High 200-250
KIA,FORTE 5,FULL-SIZE,2.0,4,A6,X,9.7,6.8,8.4,34,193,Regular Gasoline,Sedan,Small <2.0L,11.904761904761905,2297.6190476190473,4-cyl or less,Medium 150-200
KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196,Regular Gasoline,Sedan,Small <2.0L,11.764705882352942,2305.8823529411766,4-cyl or less,Medium 150-200
KIA,FORTE KOUP,COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30,216,Regular Gasoline,Compact,Small <2.0L,10.638297872340425,2297.872340425532,4-cyl or less,High 200-250
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221,Regular Gasoline,Compact,Small <2.0L,10.416666666666668,2302.0833333333335,4-cyl or less,High 200-250
KIA,FORTE KOUP,COMPACT,2.0,4,A6,X,9.6,7.0,8.4,34,193,Regular Gasoline,Compact,Small <2.0L,11.904761904761905,2297.6190476190473,4-cyl or less,Medium 150-200
KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,9.8,7.2,8.6,33,198,Regular Gasoline,Compact,Small <2.0L,11.627906976744187,2302.325581395349,4-cyl or less,Medium 150-200
KIA,OPTIMA,MID-SIZE,2.0,4,A6,X,11.7,7.6,9.9,29,228,Regular Gasoline,Sedan,Small <2.0L,10.1010101010101,2303.030303030303,4-cyl or less,High 200-250
KIA,OPTIMA,MID-SIZE,2.4,4,A6,X,10.2,6.8,8.7,32,200,Regular Gasoline,Sedan,Medium 2.0-3.5L,11.49425287356322,2298.8505747126437,4-cyl or less,Medium 150-200
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143,Regular Gasoline,Sedan,Medium 2.0-3.5L,16.129032258064516,2306.4516129032254,4-cyl or less,Low <150
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS6,X,6.7,6.0,6.4,44,147,Regular Gasoline,Sedan,Medium 2.0-3.5L,15.625,2296.875,4-cyl or less,Low <150
KIA,RIO,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37,175,Regular Gasoline,Compact,Small <2.0L,13.157894736842106,2302.6315789473683,4-cyl or less,Medium 150-200
KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177,Regular Gasoline,Compact,Small <2.0L,12.987012987012987,2298.7012987012986,4-cyl or less,Medium 150-200
KIA,RIO ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175,Regular Gasoline,Compact,Small <2.0L,13.157894736842106,2302.6315789473683,4-cyl or less,Medium 150-200
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,A6,X,10.5,7.5,9.2,31,212,Regular Gasoline,Sedan,Small <2.0L,10.869565217391305,2304.3478260869565,4-cyl or less,High 200-250
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,10.8,7.4,9.3,30,214,Regular Gasoline,Sedan,Small <2.0L,10.75268817204301,2301.0752688172042,4-cyl or less,High 200-250
KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12.0,24,276,Regular Gasoline,Van,Medium 2.0-3.5L,8.333333333333334,2300.0,6-cyl,Very High >250
KIA,SORENTO,SUV - SMALL,2.4,4,A6,X,11.8,8.5,10.3,27,237,Regular Gasoline,SUV,Medium 2.0-3.5L,9.70873786407767,2300.9708737864075,4-cyl or less,High 200-250
KIA,SORENTO,SUV - SMALL,3.3,6,A6,X,12.9,9.5,11.4,25,262,Regular Gasoline,SUV,Medium 2.0-3.5L,8.771929824561402,2298.245614035088,6-cyl,Very High >250
KIA,SORENTO 4WD,SUV - SMALL,2.4,4,A6,X,12.3,9.3,11.0,26,253,Regular Gasoline,SUV,Medium 2.0-3.5L,9.090909090909092,2300.0,4-cyl or less,Very High >250
KIA,SORENTO 4WD,SUV - SMALL,3.3,6,A6,X,13.4,9.9,11.8,24,271,Regular Gasoline,SUV,Medium 2.0-3.5L,8.47457627118644,2296.610169491525,6-cyl,Very High >250
KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205,Regular Gasoline,Wagon,Small <2.0L,11.235955056179774,2303.3707865168535,4-cyl or less,High 200-250
KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31,207,Regular Gasoline,Wagon,Small <2.0L,11.11111111111111,2300.0,4-cyl or less,High 200-250
KIA,SOUL,STATION WAGON - SMALL,2.0,4,A6,X,10.1,7.8,9.1,31,209,Regular Gasoline,Wagon,Small <2.0L,10.989010989010989,2296.703296703297,4-cyl or less,High 200-250
